caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel
"Bukit, Galeri Seni, Hening dan Kopi yang semuanya menjadi satu di Kopi Prei.

Senang rasanya kami menemukan tempat seperti ini, tempat dimana kamu nggak cuma bisa ngopi dan pulang melainkan menikmati hal lain yang ditawarkan, seperti ditempat ini yang kamu bisa sekaligus menikmati pemandangan dari atas bukit, galeri seni dan kopi.

Sudah lama sebenarnya kami tahu Kopi Prei namun baru beberapa waktu yang lalu kami menyempatkan untuk singgah, singgah di tempat pengasingan untuk jiwa yang riuh, menikmati setiap hembusan angin dan heningnya suasana, meskipun sesekali nyamuk datang saat senja namun kami lebih terhanyut dengan suasana yang ada.

Kopi Prei bisa jadi pilihan buat kamu yang pengen short escape atau sekadar jalan-jalan yang nggak jauh-jauh banget dari kota, tepatnya berada di kawasan wisata Gunung Wangi Piyungan yang di kawasan ini selain ada wisata Gunung Wangi itu sendiri juga masih ada kafe atau tempat yang sekaligus bisa kamu kunjungi. Detail harga menunya kemarin kami lupa ngefoto 🙏🏻 dan kebetulan lagi ngga nyoba kopinya karena buat buka puasa waktu itu, kami pesen smoothie dan squash dengan buah nanas yang bener-bener nyegerin, smoothienya juga wajib kalian coba buat yang suka, beneran enak! Oh iya satu lagi kemarin kami dapat free kuaci buat nemenin kamu ngabisin minuman dan obrolan ringanmu. Agendakan datang dan nikmatin suasana yang tak biasa ini 👌🏼

Kopi Prei (@kopiprei)
16:00 —— 22:00
Kawasan Wisata Gunung Wangi, Bangkel, Piyungan

(( trial post - 22:08 ))",Kopi Prei,"Kawasan Wisata Gunung Wangi, Bangkel, Piyungan",16:00 - 22:00,Lainnya,@kopiprei,16:00,22:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Pixel Coffee, coffee shop rustik klasik di Tirtodipuran 

Belum lama ini kami datang ke Pixel Coffee, salah satu coffee shop di daerah Tirtodipuran setelah penasaran dengan bangunannya yang gede dan unik. Letaknya persis di pinggir jalan Tirtodipuran yang bikin gampang ditemukan. 

Kami suka dengan bangunan dan pemilihan furniture yang sangat apik, perpaduan konsep industrial klasik dan rustik menjadi 1 di tempat ini. Setiap area bisa dibilang lega dan nyaman. Banyak pilihan tempat duduk yang bisa kamu pilih sesuai kebutuhanmu, terdapat juga vip room/meeting room di lantai dasar yang berdekatan dengan bar dengan ruangan terpisah buat kamu yang butuh privasi lebih. Kamu juga bisa nyore di balkoni lantai 2 dengan pemandangan jalan Tirtodipuran. Selain itu Pixel Coffee juga menyediakan multipurpose room untuk memfasilitasi temen-temen yang mau bikin acara/kegiatan disana yang ada di lantai 3.

Untuk harga menunya tenang ajaa, meskipun lokasinya di area wisatawan tapi harga yang ditawarkan cukup terjangkau kok, kemarin kami nyobain 2 signature drink mereka yaitu ada coffee mocktail yang seger dan coklatnya yang legit, makanannya juga oke dan banyak pilihan menu yang lain mulai dari pizza hingga burger.

Pixel Coffee @pixelcoffee.yk
10:00 ——— 24:00
Jalan Tirtodipuran No.52, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Pixel Coffee,"Jalan Tirtodipuran No.52, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",10:00 - 24:00,Yogyakarta,@pixelcoffee.yk,10:00,23:59,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Kembali dan nyobain spot barunya Kopi Djitoe.

Kalau ditanya “ngopi yang suasananya alam-alam gitu mana ya min?” salah satu yang kami rekomendasikan adalah tempat ini.

Kalau kamu lagi beruntung nggak cuma sawah aja pemandangan dan suasana yang bakal kalian dapet, tapi juga gemercik air, kolam ikan dengan ikan yang banyak dan bebek-bebek yang nyari makan di sawah yang tergenang air, beneran suasana yang nggak kalian dapet di tempat lain.

Nah belum lama ini ternyata Kopi Djitoe baru aja melebarkan tempatnya ke belakang yang makin luas dan bisa kalian sewa buat event, jadi sekarang nggak perlu khawatir kehabisan tempat tuh kalau mau kesini karena udah ada tempat barunya ini yang punya banyak tempat duduk dan suasananya juga nggak kalah sama yang di depan. Sore-sore gini atau buka puasa di sini asik banget sih, santai tenang dan kebutuhanmu akan kopi tetap terpenuhi.

Untuk detail menunya ada di slide terakhir ya! Selamat menanti buka puasa gengs! 

Kopi Djitoe @kopidjitoe.id 
16:00 —— 22:00
Jl. Nila Jl. Kabupaten, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta",Kopi Djitoe,"Jl. Nila Jl. Kabupaten, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta",16:00 - 22:00,Sleman,@kopidjitoe.id,16:00,22:00,False,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap"
"Coffeetography, pelopor coffee specialty di Magelang.

Beberapa waktu lalu kami mengunjungi saudara yang ada di Magelang dan kami berbincang sedikit tentang perkembangan coffee shop di Kota Magelang yang nggak jauh-jauh amat dari Jogja ini, setelah cukup lama lalu kami diajak ke salah satu coffee shop yang bisa dibilang pelopor coffee specialty di Magelang karena konsistensi dan dedikasinya untuk coffee specialty itu sendiri.

Coffeetography berada di ruko depan sebuah perumahan di Mertoyudan yang nggak jauh dari kota, letaknya yang agak masuk justru bikin tempat ini kondusif terutama kalau kamu naik ke lantai 2 yang kemudian akan disambut dengan pemandangan sawah hijau dari atas. Setelah masuk kami sepintas langsung teringat dan kangen dengan kedai atau coffee shop favorit kami dulu yang saat ini sudah tutup. Santai, sederhana, banyak deretan pilihan single origin yang diroasting sendiri dan satu lagi, barista yang bisa diajak ngobrol. Kamu juga bisa bikin kopimu sendiri di tempat in karena konsepnya yang juga open bar.
Mau ngobrol seputar kopi dari A sampai Z juga bakal
diladeni sama temen2 Coffeetography, mereka juga udah sering ikut kompetisi dan pelatihan lho terlihat dari banyaknya piagam penghargaan yang dipajang.

Menu yang disediakan cukup banyak dan beragam, selain coffee specialty yang banyak dan mereka roasting sendiri ada juga menu-menu kopi basic, es kopi susu, non kopi hingga beberapa racikan minuman lokal yang salah satu bahannya menggunakan Secang. Pengen rasanya lanjut keliling tempat-tempat menarik seperti ini dimulai dari Jogja (tentunya) dan suatu saat nanti mungkin kota-kota terdekat dan kota-kota lain. Karena pasti selalu ada cerita menarik dibalik tempat-tempat seperti ini. 

Oh iya karna Coffeetography ini juga ada roasterynya dan semua beans yang ada diroasting sendiri mereka juga membuka jasa roasting kalau kamu punya greenbean yang pengen diroasting. Satu lagi, Coffeetography ini ternyata udah buka di Jogja juga.

Besok kemana lagi ya? 

Coffeetography @kedaicoffeetography
10:00 ——— 00:00
Ruko Perumahan Riviera, Mertoyudan Kalisari Mertoyudan, Kabupaten Magelang, Jawa Tengah",Coffeetography,"Ruko Perumahan Riviera, Mertoyudan Kalisari Mertoyudan, Kabupaten Magelang, Jawa Tengah",10:00 - 00:00,Lainnya,@kedaicoffeetography,10:00,00:00,False,True,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Kopi Dua Nona, hidden gem estetik di Mrican yang cozy dan homey.

Satu lagi referensi tempat nyaman, homey dan estetik. Kali ini di daerah Mrican tepatnya berada persis di gang selatan resto PKL Mrican.

Sore itu menjadi hari yang menyenangkan buat kami karena menemukan coffee shop ini, coffee shop rumahan yang ditata sedemikian rupa sehingga nyaman dan hangat buat siapapun yang datang. Konsep rumahan dan lokasinya yang agak masuk gang bikin tempat ini tenang dan kondusif. Hal mendasar yang kami suka adalah detail penataan yang sangat rapih dan estetik, bahkan washtafel dan pintu kamar mandi pun dibikin estetik.

Secara keseluruhan tempat ini terbagi menjadi beberapa area, karena konsepnya rumahan terdapat beberapa ruangan dengan fungsinya masing-masing yaitu working space dan ada area semi private buat yang pengen lebih fokus. Area utama bar atau living room terdapat sharing table dan beberapa pernak-pernik estetik yang menambah cantik tempat ini. Selain area indoor terdapat juga area semi outdoor yang juga nyaman dan disediakan lebih banyak tempat duduk. Favorit kami area semi outdoor samping dengan penataannya yang super oke ditambah dengan latar belakang gedung tinggi yang bikin tempat ini makin bikin betah! 

Menunya juga nggak main-main, ada banyak banget pilihan menunya! Kemarin kami dapet kesempatan buat nyobain bareng2 menu yang ada di sini. Semua suka! Nah selama bulan Ramadhan ini mereka ada PAKET BUKBER 52K (1 menu Main Course + Americano/Cafe Latte/Tea) Beli 4 paket free pisang goreng gula aren (berlaku kelipatan). Selain itu mereka juga menyediakan menu minuman literan/botolan yang jadi salah satu menu best seller di Kopi Dua Nona (matchanya enak bgt!). Oh iya satu lagi, Kopi Dua Nona menyediakan Menu Breakfast Time (Senin-Jumat) di bulan April ini dari jam 07.00 - 10.00. Kemarin yang nanyain kopi pagi pas puasa gini bisa kesini yaa! Detail menu ada di slide terakhir!

Kopi Dua Nona @kopiduanona
09.00 —— 21.00
Jl. Pringgodani No.4a, Mrican, Caturtunggal, Depok, Sleman (Selatan PKL Mrican)",Kopi Dua Nona,"Jl. Pringgodani No.4a, Mrican, Caturtunggal, Depok, Sleman (Selatan PKL Mrican)",09.00 - 21.00,Sleman,@kopiduanona,09:00,21:00,False,False,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Piyama Café, tempat dimana kebutuhan estetikmu terpenuhi.

Belum lama ini kami datang ke salah satu kafe terestetik di Jogja versi referensikopi, Piyama Cafe namanya. Berlokasi di barat Tugu Yogyakarta atau tepatnya berada di Lobby Kotta GO Hotel membuat tempt ini sangat strategis dan hanya berjarak kurang lebih 500 meter dari Tugu. Cafe yang dilengkapi dengan berbagai ornamen, bunga-bunga kering yang berada di setiap rak dinding ini membuat Piyama Cafe menjadi semakin aesthetic dan eye-pleasure, ditambah dengan setiap sudut terdapat artwork yang menempel di setiap dinding. 

Tidak hanya itu, kalian juga bisa menikmati kopi di GO Terrace yang berada di lantai 2 Hotel. Kalian bisa
menggunakan tangga yang berada di samping bar maupun lift. Namun, di GO Terrace hanya terdapat beberapa meja dan kursi saja. Dengan pemandangan di Terrace jauh lebih indah karena kalian dapat melihat ramainya jalanan kota Yogyakarta, di GO Terrace terdapat juga spot foto instagrammable yang cocok untuk berfoto di siang maupun sore hari.

Pilihan menu nya sangat beragam, kemarin rekomendasinya adalah Honje Roll, Nasi Goreng Kecombrang, Japanese Katsu Curry, Hamburg & Cajun Fries dan Strawnana Toast sedangkan untuk minumannya ada Lucid Latte, Purple Haze, Es Kopi Kotta, Tutti Fruity, Sleeping Beautea, Shaken kawista tea, Earl grey milk tea dan Cappuccino. Fasilitasnya juga lengkoa ya, tempat parkir luas, wifi, stop kontak, tempat ber AC yang cukup luas, meeting room, smoking area di rooftop, mushola, toilet yang bersih dan wangi, spot foto yang instagenic di setiap sudut cafe dan baristanya yang ramah. Promo khusus bulan Ramadhan ada Bedug Ramadhan - buka bersama all you can eat hanya dengan 75.000/pax, dengan pembelian 10 pax gratis 1 pax. Berlaku sampai 2 Mei 2022 ya!

Piyama Cafe @piyamacafe @kottago.jogja 
06:00 —— 22:00
JI. Diponegoro No. 87 Jetis, Yogyakarta",Piyama Cafe,"JI. Diponegoro No. 87 Jetis, Yogyakarta",06:00 - 22:00,Yogyakarta,"@kottago.jogja, @piyamacafe",06:00,22:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Black Forest Cafe, salah satu 100% vegan cafe di Jogja.

Kemarin pas banget kami abis main di jalan Prawirotaman dan emang mau masuk ke kafe-kafe di daerah ini dengan vibesnya yang beda. Perlu temen-temen tahu juga kalau kafe atau coffee shop nggak melulu minimalis dan industrial, jauh sebelum tren itu rame sudah banyak konsep kafe atau coffee shop yang juga menarik untuk dicoba, salah satunya adalah @blackforestcafe.id ini yang mengusung konsep kafe bar yang semua menunya plant base/ Vegan.

Kami tertarik karena penasaran gimana sih makanan Vegan, apalagi disini 100% Vegan ya yang berarti nggak ada sama sekali bahan atau produk olahan hewani. Setelah masuk dengan ambiancenya yang redup serta banyak ornamen atau hiasan yang ada kami mencoba bebebrapa menu, kami nyobain Curry Fried Rice dan Spaghetti Carbonara untuk makanannya, pengalaman unik dan menarik kami dapatkan pas makanan itu kami coba, nasi goreng yang biasanya digoreng pake telur diganti dengan jamur yang sudah dibumbui dan ada semacam sayuran krispi goreng buat ngasih tekstur ditambah lagi rendang jamur yang nendang. Lanjut buat spaghettinya ada telur vegan, vegan smoked beef dan vegan permesan cheese (pasti penasaran kan kayak apa). Btw semuanya enak dan kami suka terutama nasi gorengnya yang jadi favorit kami.

Minumannya ada banyak pilihan mulai dari tissane, original tea, kopi, non kopi, mocktail hingga frappe ada disini. Kemarin kami nyobain Green Elixir, Strawberry Hazelnut, Hot Coklat dan Caffe Shakerato. Banyak banget tempat-tempat menarik seperti ini yang bisa lebih di explore, kasih tau temenmu yang vegan yaa! Yang nggak vegan juga gak masalah soalnya ambiancenya yang beda dan makanannya yang nggak kalah enak dari non vegan!

Black Forest Cafe @blackforestcafe.id
Rabu - Senin: 09.30 — 23.30
Sabtu: 09.30 — 01.00
Jl. Parangtritis No.87, Brontokusuman, Kec. Mergangsan Yogyakarta (Selatan gapura Jalan Prawirotaman)",Black Forest Cafe,"Jl. Parangtritis No.87, Brontokusuman, Kec. Mergangsan Yogyakarta (Selatan gapura Jalan Prawirotaman)",09.30 - 01.00,Yogyakarta,@blackforestcafe.id,09:30,01:00,False,True,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Dunia Kita, salah satu cafe dan resto yang punya rooftop terbaik di Jogja.

Setelah lama dibikin penasaran dengan bangunan megah dan besar di Seturan ini akhirnya kemarin kami nyobain dateng. 

Bangunannya terbagi menjadi 3 lantai, lantai 1 mereka punya grocery store yang menjual berbagai bahan makanan impor yang jarang di temui di tempat lain, lalu lantai 2 adalah family resto dan lantai 3 adalah kafe sekaligus rooftopnya. Kamu bisa memilih mau di indoor atau rooftop outdoor dengan lampu-lampu dan pemandangan yang jarang kita lihat karena kafe dengan rooftop memang masih jarang ada khususnya di Seturan. Kamu bisa liat 3 pemandangan sekaligus di rooftop ini kalau lagi cerah, ada sunset + citylight, gunung merapi dan pegunungan sewu di sebelah timur.

Buat menunya bisa dibilang banyak yaa, mulai dari kopi, non kopi, mocktail hingga wedangan ada di sini. Makanannya juga nggak kalah banyak dari snack sampai makananan berat semua lengkap, ada sup, steak hingga teppan set ada di sini. Kalau kurang banyak kalian bisa turun ke lantai 2 pesen di restonya yang lebih beragam. Cek detail menunya di slide terakhir yaa!

Dunia Kita @duniakitacaferesto
09:00 —— 22:00 Sunday: 07 —— 22:00
Jl. Seturan Raya no 168A, Kledokan, Caturtunggal, Kec. Depok, Sleman Yogyakarta",Dunia Kita,"Jl. Seturan Raya no 168A, Kledokan, Caturtunggal, Kec. Depok, Sleman Yogyakarta",09:00 - 22:00,Sleman,@duniakitacaferesto,09:00,22:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Nyaman bersama di Kopi Kenangan Seturan.

Setelah bingung kemana akhirnya kami memutuskan buat dateng ke coffee shop yang gerainya udah tersebar di banyak tempat di Indonesia.

Buat yang masih mikir @kopikenangan.id ini cuma ada di mall aja kalian salah guys. Kopi Kenangan sejak kurang lebih setahun yang lalu udah punya gerai di Seturan yang nyaman buat kalian datengin. Tempatnya cukup luas dengan suasana yang tenang, pilihan lampu yang digunakan redup sehingga menambah kenyaman bagi temen-temen yang dateng ke kopi kenangan. Terbagi menjadi 2 lantai, lantai 1 untuk bar juga merchandise dan beberapa kursi rotan dengan sandaran yang nyaman, nah untuk lantai 2 lebih spacy dengan kursi rotan dan sofa yang besar dan cukup banyak (bisa buat duduk ramean), mau kumpul nongkrong bareng temen atau buat nugas semuanya nyaman sih, ini beneran nyaman bukan gimmick. Pencahayaan disini juga enak banget buat foto2, jadi makin estetik kan.

Untuk menunya jelas di sini banyak banget ya pilihannya, Kopi Kenangan menyediakan produk minuman yang beragam dari kopi sampai non-kopi yang berkualitas tinggi dengan harga yang affordable. Kami nyobain Susu Sultan Boba Gula Aren dan Light Kopi Kenangan Mantan. Menurut info yang kami dapat meskipun harga minumannya terjangkau kopi kenangan menggukan bahan yang berkualitas, seperti biji kopi yang menggunakan biji kopi kualitas terbaik dari Indonesia dan juga Sultan Boba yang 100% dari Taiwan. Mantap nggak tuh. Ajakin temen2mu kesini yaa!

Kopi Kenangan @kopikenangan.id 
06:00 —— 21:00
Jl. Seturan Raya, Condongcatur, Sleman (Depan Sekolah Budi Mulia Dua)

*Cek menunya di Aplikasi Kopi Kenangan yaa guys ✌️🙏🏻",Kopi Kenangan,"Jl. Seturan Raya, Condongcatur, Sleman (Depan Sekolah Budi Mulia Dua)",06:00 - 21:00,Sleman,@kopikenangan.id,06:00,21:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Menepi sejenak dan mencari tenang di Bana Rawa Salatiga.

Lama nggak ke Salatiga ternyata udah banyak banget tempat asik di sini salah satunya Bana Rawa, tempat ini sebenernya udah cukup lama tapi tetep masuk list yang kami kunjungi pas ke Salatiga karena ngga tau kenapa pas liat-liat di ignya kami suka suasananya. 

Bana Rawa ini punya suasana yang masih berasa ngopi di Jogja tapi dengan pemandangan yang nggak ada di Jogja, nah itu poinnya, sejuk adem ijo pemandangan cakep tempat luas udah jadi satu di Bana Rawa. Sejauh mata memandang isinya cuma pemandangan, bikin betah lama-lama di sini. Kalau pas cerah kalian bisa ngeliat deretan gunung dan bukit mulai dari Gunung Merbabu - Bukit Gajah - Gunung Telomoyo - Bukit Kendil - Gunung Ungaran. Mantep nggak tuh.

Buat menunya banyak banget pilihan menu di Bana Rawa mulai dari kopi, non kopi, mocktail, teh sampai kelapa muda semuanya ada, makanannya juga nggak kalah banyak karena memang konsepnya yang mengarah ke family resto, ada Iga Kelapa Bana Rawa sama Chicken Mentai Rice yang jadi favorit. Buat detailnya cek slide terakhir yaa!

Patut kalian coba buat kamu yang kebetulan atau memang pengen main ke Salatiga.

Bana Rawa @banarawasalatiga
10:00 —— 20:00
Jl. H. Ilyas, Sraten Satu, Gedangan, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah",Bana Rawa,"Jl. H. Ilyas, Sraten Satu, Gedangan, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah",10:00 - 20:00,Lainnya,@banarawasalatiga,10:00,20:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Identik Coffee, menambah daftar tempat ngopi di Maguwo.

Beberapa waktu terakhir cukup banyak kami ngasih referensi coffee shop di sekitaran Maguwo dan sekarang nambah lagi satu yaitu Identik Kopi yang letaknya di timur pasar Stan. Temen-temen yang domisili Maguwo atau Jogja bagian timur mulai dikasih banyak pilihan tempat ngopi yang nggak usah jauh-jauh ke kota buat dapetin kopi yang berkualitas dan tempat yang oke.

Identik Coffee cukup eye-catching buat kami karena bentuk bangunannya yang tinggi dan sedikit unik, mereka punya 2 lantai yang bisa menuhin segala aktivitasmu. Pertama ada lantai 1 ruangan berAC dengan beberapa tempat duduk yang bisa kalian pilih buat santai ngadem atau nugas sekalipun, nuansanya serba putih dan clean. Kami suka duduk di sofa yang empuk dan nyaman. Lanjut naik di lantai 2 ada ruangan semi indoor luas open air dengan banyak pilihan tempat duduk yang nggak kalah nyaman, ada beberapa kipas angin meskipun sebenernya di atas udah ‘silir’ ya karna sirkulasinya yang bagus. Asik buat nyore ngobrol bareng temen-temen.

Nah lanjut ke bagian menu jujur kami suka dengan semua yang kami coba. Paling suka sama es kopi susu creme brulee sama mocktailnya. Detail menu yang kami pesan ada Roti Bakar Chocolate Crunchy, Mayo Risol dan Ayam Katsu Cabe Garam. Minumannya Hot Caffe Mocha, Belgium, Coffee Kiss, Creme Brulee (ini enak bgt es kopi susunya) sama Volcano Creamy yang lucu pakai topping cereal. Udah enak harganya terjangkau lagi kan, detail harga ada di slide terakhir yaa! Yuk agendain!

Identik Coffee @iden.tikcoffee
09:00 ——— 23:00
Jl. Raya Pasekan, Desa Stan, Maguwoharjo, Depok, Sleman",Identik Coffee,"Jl. Raya Pasekan, Desa Stan, Maguwoharjo, Depok, Sleman",09:00 - 23:00,Sleman,@iden.tikcoffee,09:00,23:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Ammanya Coffee, pilihan baru ngopi di tengah kota.

Belum lama kami lewat jalan Mataram dan nggak sengaja liat coffee shop lucu yang tempatnya di sudut depan hotel nueve malioboro.

Nggak pikir panjang kami langsung mampir dan nyobain tempat ini, kebetulan siang itu panas jadi yaudah sekalian ngadem, dan ternyata di dalem beneran adem. Tempatnya bisa dibilang cukup, nggak yang gede banget nggak yang mungil makanya dinginnya AC masih kerasa banget, mereka punya 2 area yang bisa kalian pilih, area indoor AC bisa buat meet up, nugas atau nongkrong juga bisa, tapi kalau buat nongkrong kayaknya bakal lebih asik di luar. Tempatnya yang nggak jauh dari malioboro juga bisa jadi alternatif buat kamu yang nyari coffee shop di daerah ini sekalian foto-foto karena tempatnya cakep!

Ammanya punya banyak pilihan pastry buat nemenin kamu ngopi, kemarin kami nyobain beberapa varian pastry mereka yang semuanya cukup, nggak bikin eneg. Buat yang suka croffle mereka juga punya beberapa varian topping. Minumannya kami suka mocktailnya yang nyegerin. detailnya kami nyobain Black Punika, Lavendula dan Es Kopi Susu Basic. Pastrynya ada Garlic Bread, Pizza Roll, Croissant dan Croffle (ammanya).

Satu lagi referensi di tengah kota yang patut kalian coba, ajakin temenmu yaa ✨

Ammanya Coffee @ammanyacoffee
08:00 ——— 24:00
Jl.Mataram No 9 Yogyakarta",Ammanya Coffee,Jl.Mataram No 9 Yogyakarta,08:00 - 24:00,Yogyakarta,@ammanyacoffee,08:00,23:59,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Arka Coffee Space, tempat ngopi baru di komplek Tamansari. (Eks Tamansari Cafe)

Nggak nyangka ada coffee shop di dalem komplek Tamansari dengan vibesnya yang santai dan kerasa Jogja banget.

Coffee shop yang letaknya berada persis di dekat gapura atau pintu masuk utama Tamansari ini menarik perhatian kami karena suasananya, menempati rumah lama dengan aksen klasik yang kemudian ditata menjadi lebih kontemporer sehingga tetap dinamis mengikuti perkembangan yang ada. Halaman depannya luas sekaligus menjadi area semi outdoor dengan meja kursinya yang ergonomis buat kamu yang mau nugas, jarang2 ada di tengah kota area semi outdoor luas gini yang tetep kondusif dan nyaman buat nugas. Buat yang pengen ngadem ada juga kok ruangan berAC, ruangan ini juga bisa kalian sewa buat meeting. Selain itu masih ada area indoor samping dan area teras depan bar dengan langit-langit anyaman bambunya. Oh iya mereka juga berkolaborasi dengan @bawabuku buat kamu yang sekalian pengen belanja buku.

Buat menunya bisa dibilang berbeda dari coffee shop serupa lainnya, buat minumannya kami nyobain Pinea Kick, coffee mocktail dengan rasa nanas yang seger, lalu ada Summer Regal yang manis dan cantik. Makanannya kami nyobain Chicken Brown Sauce sama Kudamono Sando (sandwich strawberry) yang lembut banget pas dimakan. Makanan dan snack ini yang jarang ada di tempat lain. Mereka juga ada beberapa promo dan live akustik juga lho, cek selalu ignya yaa!

Arka Coffee Space @arkacoffee.space
08:00 ——— 23:00
Komplek Wisata Tamansari, Yogyakarta",Arka Coffee Space,"Komplek Wisata Tamansari, Yogyakarta",08:00 - 23:00,Yogyakarta,"@arkacoffee.space, @bawabuku",08:00,23:00,False,False,WFC Nyaman,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
"Mams Well, kafe estetik di tengah hutan.

Baru tau kalau di daerah Pringwulung ada area kayak gini, bangunan yang letaknya bener-bener di tengah hutan dan sekarang disulap jadi kafe estetik yang nyaman dan menarik.

Pas dateng kemarin dibuat heran “ini beneran masuk hutan gini?” Karena letaknya emang agak masuk ke dalam dari jalan utama, setelah masuk dan sampai tempatnya langsung “wah keren sih”. (Ati-ati jalan turunan licin) Ini rasanya kayak nggak di kota, bener-bener seneng nemuin tempat kayak gini yang nggak jauh. Kami masuk dan langsung suka sama barnya yang estetik, pencahayaan disini juga bagus banget. Tempatnya full open air ya guys meskipun begitu kayaknya tetep nyaman-nyaman aja karena dikelilingi banyak pohon yang rindang. Buat nugas kalian bisa pilih area dalam dengan kursi yang ada bantalannya yang bikin nyaman, mau nongkrong juga bisa banget dan lebih seru di area teras yang bisa langsung liat pepohonan.

Kemarin kebetulan kami dapet kesempatan buat nyobain banyak menu yang ada di Mams Well, secara umum kami suka dengan semua minumannya, es kopi susunya creamy dan soft, buat yang nggak suka kopi bisa cobain red velvet yang juga creamy, karena kami datang pas ujan kemarin juga nyobain hot tea. Menu makanannya kami nyobain Chicken Orange Sauce yang unik, Chicken Sambal Matah yang nagih dan ngga pelit sambelnya, Korean Chicken Sandwich, mereka juga ada sliced cake buat kalian yang suka cake.

Agendain mumpung cerah!

Mam’s Well Cafe @mams.well 
07:00 —— 22:00
Pringwulung, Condongcatur, Sleman

✅ Menu slide terkahir",Mam’s Well Cafe,"Pringwulung, Condongcatur, Sleman",07:00 - 22:00,Sleman,@mams.well,07:00,22:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Berkunjung ke Leambou Coffee, Kedai Humble di Nologaten.

Setelah muter-muter pakai maps di daerah Nologaten akhirnya kami menemukan kedai kopi sederhana dan hangat ini. Senang sekali rasanya menemukan Leambou (Lembu) Coffee, tipe kedai kopi yang kami rindukan.

Letaknya memang benar-benar di tengah pemukiman warga, bisa dibilang menempati sepetak pekarangan diantara padatnya Nologaten. Leambou Coffee ini adalah tipe kedai kopi yang sering kami datangi dari awal akun ini dibuat, sederhana - nggak perlu ribet mikir ini itu - langsung dateng - ke depan bar - ngobrol bentar soal menu - pesen - duduk - diantar menunya - dan kemudian ngobrol lagi dengan barista yang biasanya sekaligus pemilik dari tempat ini, nggak jarang juga kami berinteraksi atau ngobrol dengan customer lain, membuat jejaring baru dan teman baru, itu yang kami lakukan dari awal  dan kerinduan itu terbayar lunas setelah kemarin kami datang ke Leambou.

Setelah ngobrol berbincang dengan salah satu pemilik kedai ini nama Leambou terinspirasi dari Lembu Sora atau Ken Sora, sahabat pendiri Majapahit dan salah satu pahlawan paling berjasa dalam sejarah Kerajaan Majapahit. Maka siapapun yang datang di Leambou harapannya akan menjadi sahabat baik yang akan saling berinteraksi bertukar pikiran. 

Selain menu kopi yang special di Leambou ini adalah cascara dan kombucha, ada beberapa menu yang menggunakan basic dari cascara maupun kombucha yang menyegarkan, kemarin kami nyobain Cascara, Leambou Bule, Kombucha Cascara, Kombucha Bunga Telang dan Latte. Kami suka perpaduan Kombucha Cascara yang unik dan seger. Selain itu Leambou juga ada “Juru Demang"" sesi ngopi pagi dari jam 07.00 - 12.00 untuk Espresso Based dan Manual brew menjadi 13ribu.

Leambou Coffee & Cascara @leamboucoffee
07:00 —— 22:00 kecuali Jumat
Jl. Legi No.24, Nologaten, Papringan, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Leambou Coffee & Cascara,"Jl. Legi No.24, Nologaten, Papringan, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",07:00 - 22:00,Sleman,@leamboucoffee,07:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai"
