caption,caption_norm,nama_tempat,jam_operasional,alamat,kota,akun_instagram,open_time,close_time,is_24h,is_overnight,menu_category,function_category
"Salah satu coffee shop asik buat ngopi pagi di Jogja agak selatan dikit. Selain karena menurut kami kopinya enak juga teduh! Ada pohon asem dan ketapang kencana yang cukup rindang, jadi walaupun di outdoor nggak kepanasan. 

Selain itu juga ada semi outdoor di belakang dan juga indoor AC yang cukup nyaman buat nugas. Dah langsung agendain aja ya! 

Kineta Coffee @kinetacoffee 
08:00 ——— 24:00
Jl. Nitikan Baru, Yogyakarta","salah satu coffee shop asik buat ngopi pagi di jogja agak selatan dikit. selain karena menurut kami kopinya enak juga teduh ada pohon asem dan ketapang kencana yang cukup rindang, jadi walaupun di outdoor nggak kepanasan. 
selain itu juga ada semi outdoor di belakang dan juga indoor ac yang cukup nyaman buat nugas. dah langsung agendain aja ya 
kineta coffee @kinetacoffee 
08 00 - 24 00
jl. nitikan baru, yogyakarta",Kineta Coffee,08:00 - 24:00,"Jl. Nitikan Baru, Yogyakarta",Yogyakarta,@kinetacoffee,08:00,23:59,False,False,['kopi'],['wfc']
"Setelah dibikin penasaran ternyata tempat ini cukup asik buat chill di tengah kota atau lebih tepatnya di area Kotabaru. 

Beberapa waktu kemarin lagi di Kotabaru siang-siang bareng Yamaha Grand Filano dan sempet agak bingung mau ngopi dimana, akhirnya setelah penasaran kami mampir di @bersama.temanlama yang lokasinya strategis banget.

awalnya mikir ngopi di daerah ini kayaknya bakal gitu-gitu aja tapi ternyata kami agak keliru, yang asik ada pohon gede banget di area outdoornya bikin adem kalau buat nongkrong di siang hari yang terik sambil liatin orang-orang lewat. Selain itu juga tempatnya bersih, rapi dan parkirnya luas.

Menunya juga cukup beda dari coffee shop lain terutama di menu makanannya! Kalau kopinya balik ke selera masing-masing ya! 

TEMANLAMA @bersama.temanlama 
10:00 ——— 24:00
Kotabaru, Yogyakarta

#CLASSYEasyEveryday #GrandFilanoHybridConnected #ClassyYamaha","setelah dibikin penasaran ternyata tempat ini cukup asik buat chill di tengah kota atau lebih tepatnya di area kotabaru. 
beberapa waktu kemarin lagi di kotabaru siang-siang bareng yamaha grand filano dan sempet agak bingung mau ngopi dimana, akhirnya setelah penasaran kami mampir di @bersama.temanlama yang lokasinya strategis banget.
awalnya mikir ngopi di daerah ini kayaknya bakal gitu-gitu aja tapi ternyata kami agak keliru, yang asik ada pohon gede banget di area outdoornya bikin adem kalau buat nongkrong di siang hari yang terik sambil liatin orang-orang lewat. selain itu juga tempatnya bersih, rapi dan parkirnya luas.
menunya juga cukup beda dari coffee shop lain terutama di menu makanannya kalau kopinya balik ke selera masing-masing ya 
temanlama @bersama.temanlama 
10 00 - 24 00
kotabaru, yogyakarta
#classyeasyeveryday #grandfilanohybridconnected #classyyamaha",TEMANLAMA,10:00 - 24:00,"Kotabaru, Yogyakarta",Yogyakarta,@bersama.temanlama,10:00,23:59,False,False,"['kopi', 'makanan']",['hangout']
"Jakal bawah ini kayaknya emang area dimana kalian nggak bakal kehabisan tempat buat nongkrong. Kayak @tifourcoffee ini yang belum lama buka di Pandega Marta.

Pas pertama sampai mungkin bakal mikir kalau tempat ini areanya terbatas bahkan bingung parkir dimana, setelah tau ternyata parkirnya dibelakang (masuk gang samping) baru deh keliatan ternyata tempatnya luas banget.

Konsepnya clean dengan didominasi warna hijau putih yang punya banyak pilihan area duduk, ada 2 indoor AC: area bar dan satu lagi agak terpisah di tengah. Sisanya semi indoor dengan meja kursi yang cukup nyaman. Selain itu tempat ini dilengkapi dengan mushola dan juga tempat parkir yang luas.

Buat menunya cukup banyak, worth the price lah kalau dibanding sama tempat lainnya di area Jakal. Menunya bisa cek di link ig mereka ya 🙌🏻

Dah langsung agendain aja ya! 

Tifour Coffee @tifourcoffee 
09:00 ——— 24:00
Pandega Marta, Jakal, YK","jakal bawah ini kayaknya emang area dimana kalian nggak bakal kehabisan tempat buat nongkrong. kayak @tifourcoffee ini yang belum lama buka di pandega marta.
pas pertama sampai mungkin bakal mikir kalau tempat ini areanya terbatas bahkan bingung parkir dimana, setelah tau ternyata parkirnya dibelakang masuk gang samping baru deh keliatan ternyata tempatnya luas banget.
konsepnya clean dengan didominasi warna hijau putih yang punya banyak pilihan area duduk, ada 2 indoor ac area bar dan satu lagi agak terpisah di tengah. sisanya semi indoor dengan meja kursi yang cukup nyaman. selain itu tempat ini dilengkapi dengan mushola dan juga tempat parkir yang luas.
buat menunya cukup banyak, worth the price lah kalau dibanding sama tempat lainnya di area jakal. menunya bisa cek di link ig mereka ya 
dah langsung agendain aja ya 
tifour coffee @tifourcoffee 
09 00 - 24 00
pandega marta, jakal, yk",Tifour Coffee,09:00 - 24:00,"Pandega Marta, Jakal, YK",Yogyakarta,@tifourcoffee,09:00,23:59,False,False,['makanan'],['hangout']
"Nyore asik di @kedaisemestaabadi 

Sore yang seru dengan segelas kopi butter dan hidangan lain yang cukup memuaskan lidah, selain karena akhir-akhir ini sorot sinar matahari sore baru cakep yang nge-blend dengan tempatnya, juga karena suasana yang sederhana, santai dan menu-menu yang ditawarkan cukup beragam dan berbeda khas kopitiam dengan harga yang terjangkau. 

Definitely pilihan cepat buat sarapan, makan siang nongkrong sore di area Babarsari. 

Kedai Semesta Abadi @kedaisemestaabadi
08:00 ——— 23:00
Ruko Babarsari, Kledokan, Sleman, YK","nyore asik di @kedaisemestaabadi 
sore yang seru dengan segelas kopi butter dan hidangan lain yang cukup memuaskan lidah, selain karena akhir-akhir ini sorot sinar matahari sore baru cakep yang nge-blend dengan tempatnya, juga karena suasana yang sederhana, santai dan menu-menu yang ditawarkan cukup beragam dan berbeda khas kopitiam dengan harga yang terjangkau. 
definitely pilihan cepat buat sarapan, makan siang nongkrong sore di area babarsari. 
kedai semesta abadi @kedaisemestaabadi
08 00 - 23 00
ruko babarsari, kledokan, sleman, yk",Kedai Semesta Abadi,08:00 - 23:00,"Ruko Babarsari, Kledokan, Sleman, YK",Sleman,@kedaisemestaabadi,08:00,23:00,False,False,"['kopi', 'makanan', 'dessert']",['hangout']
"Ngopi sore santai di akhir pekan gini emang asik banget, apalagi kalau dapet tempat cakep kayak gini. Udah deh diem, ngeliatin orang-orang dengan asiknya masing-masing, sesekali sambil mikirin hidup yang kadang begini kadang begitu. Seru ya!

Kopi Potorono @kopipotorono 
07:00 ——— 23:00 | Rabu Tutup
Embung Potorono, Banguntapan, Bantul","ngopi sore santai di akhir pekan gini emang asik banget, apalagi kalau dapet tempat cakep kayak gini. udah deh diem, ngeliatin orang-orang dengan asiknya masing-masing, sesekali sambil mikirin hidup yang kadang begini kadang begitu. seru ya 
kopi potorono @kopipotorono 
07 00 - 23 00 rabu tutup
embung potorono, banguntapan, bantul",Kopi Potorono,07:00 - 23:00,"Embung Potorono, Banguntapan, Bantul",Bantul,@kopipotorono,07:00,23:00,False,False,"['kopi', 'dessert']",[]
"Kopine Eyang, sesuai namanya tempat ini bener-bener ngasih vibes “seperti bertamu ke rumah eyang”. 

Coffee shop yang nggak jauh dari Kraton ini berada tepat di halaman rumah tua bergaya indis yang masih bertahan dan masih dihuni sampai sekarang dengan pohon besar dan lampu gantungnya yang iconic.

Areanya ada indoor AC depan bar, full outdoor di depan dan semi outdoor di samping, cocok buat sekedar nongkrong bareng temen atau nugas produktif.

Selain itu menu-menunya cukup banyak mulai dari kopi susu, mocktail, milk based non coffee, blend, hingga manual brew. Harganya juga terjangkau paling tinggi 25K aja itupun cuma 2, lainnya di 20K dan beberapa masih ada yang under 20K😍

Dah langsung datengin aja ya!

Kopine Eyang Wijilan @kopine.eyang
08:00 ——— 23:00
Jl. Panembahan, Kecamatan Kraton, Yogyakarta","kopine eyang, sesuai namanya tempat ini bener-bener ngasih vibes seperti bertamu ke rumah eyang . 
coffee shop yang nggak jauh dari kraton ini berada tepat di halaman rumah tua bergaya indis yang masih bertahan dan masih dihuni sampai sekarang dengan pohon besar dan lampu gantungnya yang iconic.
areanya ada indoor ac depan bar, full outdoor di depan dan semi outdoor di samping, cocok buat sekedar nongkrong bareng temen atau nugas produktif.
selain itu menu-menunya cukup banyak mulai dari kopi susu, mocktail, milk based non coffee, blend, hingga manual brew. harganya juga terjangkau paling tinggi 25k aja itupun cuma 2, lainnya di 20k dan beberapa masih ada yang under 20k
dah langsung datengin aja ya 
kopine eyang wijilan @kopine.eyang
08 00 - 23 00
jl. panembahan, kecamatan kraton, yogyakarta",Kopine Eyang Wijilan,08:00 - 23:00,"Jl. Panembahan, Kecamatan Kraton, Yogyakarta",Yogyakarta,@kopine.eyang,08:00,23:00,False,False,['kopi'],"['wfc', 'hangout', 'dating']"
"Buat kalian yang introvert atau buat yang lagi pengen nugas/kerja di coffee shop mode serius tanpa takut keganggu kanan-kiri bisa jadi tempat ini solusinya!

Tempat ini punya private personal space lengkap dengan colokan dan lampu yang bisa kalian gunain buat nugas, meeting online, kerja atau apapun itu yang butuhin fokus tinggi.

Selain itu internetnya juga kenceng, tempatnya luas, punya meeting room, ada mushola dan menunya juga worthit ya! Vibesnya tu udah kayak tempat buat fokus banget jadi tenang dan nggak bising.

Nama tempatnya @inikopiulon.sagan, lokasinya ada di Sagan jadi satu sama toko komputer. Kalian bisa order di lantai 1 dan nongkrong atau nugas di lantai 2. Dah langsung agendain aja ya!

Ini Kopi Ulon Sagan @inikopiulon.sagan @inikopiulon 
08:30 ——— 20:00
Jl. Prof. Herman Yohanes (Sagan), Yogyakarta","buat kalian yang introvert atau buat yang lagi pengen nugas kerja di coffee shop mode serius tanpa takut keganggu kanan-kiri bisa jadi tempat ini solusinya 
tempat ini punya private personal space lengkap dengan colokan dan lampu yang bisa kalian gunain buat nugas, meeting online, kerja atau apapun itu yang butuhin fokus tinggi.
selain itu internetnya juga kenceng, tempatnya luas, punya meeting room, ada mushola dan menunya juga worthit ya vibesnya tu udah kayak tempat buat fokus banget jadi tenang dan nggak bising.
nama tempatnya @inikopiulon.sagan, lokasinya ada di sagan jadi satu sama toko komputer. kalian bisa order di lantai 1 dan nongkrong atau nugas di lantai 2. dah langsung agendain aja ya 
ini kopi ulon sagan @inikopiulon.sagan @inikopiulon 
08 30 - 20 00
jl. prof. herman yohanes sagan , yogyakarta",Ini Kopi Ulon Sagan,08:30 - 20:00,"Jl. Prof. Herman Yohanes (Sagan), Yogyakarta",Yogyakarta,"@inikopiulon, @inikopiulon.sagan",08:30,20:00,False,False,['kopi'],"['wfc', 'hangout']"
"Kalau lagi bosen di Jogja dan pengen kemana gitu tapi masih belum ada tujuan, kalian bisa cobain kesini ya! Nggak jauh kok cuma sekitar 2 jam aja dari Jogja atau sekitar 75 km. 

Kalau kalian pergi bareng temen atau orang terdekat nggak bakal kerasa sih jarak segini, apalagi pas sampai beneran bisa ngasih pengalaman ngopi di tempat yang sejauh ini belum ada konsep kayak gini di Jogja.

Beneran cakep sih, worth every mile 🙌🏻

Langit Senja Coffee @langitsenja.coffee 
11:00 ——— 21:00
Salatiga","kalau lagi bosen di jogja dan pengen kemana gitu tapi masih belum ada tujuan, kalian bisa cobain kesini ya nggak jauh kok cuma sekitar 2 jam aja dari jogja atau sekitar 75 km. 
kalau kalian pergi bareng temen atau orang terdekat nggak bakal kerasa sih jarak segini, apalagi pas sampai beneran bisa ngasih pengalaman ngopi di tempat yang sejauh ini belum ada konsep kayak gini di jogja.
beneran cakep sih, worth every mile 
langit senja coffee @langitsenja.coffee 
11 00 - 21 00
salatiga",Langit Senja Coffee,11:00 - 21:00,Salatiga,Lainnya,@langitsenja.coffee,11:00,21:00,False,False,['dessert'],['hangout']
"Bumi langit, selalu jadi tempat kembali ✨

Udah sejak tahun 2016 selalu nyempetin kesini setiap beberapa waktu sekali dan terakhir kemarin pas motoran bareng Yamaha Grand Filano. 

Setelah beberapa tahun tak banyak nampak perubahan, masih dengan jalan bebatuannya, pohon-pohon besar dan rindang, joglonya yang bersih dan menu-menunya yang selalu membuat rindu.

Kemarin kami pesen beberapa menu favorit kami kalau lagi ke @bumilangit.institute diantaranya ada pie murbei dengan isian buah murbei yang melimpah, nasi campur tuna, dan nasi goreng kecombrang. Lalu untuk minumannya ada lassi (semacam yoghurt) murberi yang murbeinya dipetik langsung dari kebun. Selain itu juga masih ada banyak pilihan minuman lainnya, ada kopinya juga kok kalau tetep pengen ngopi.

Well, buat yang belum tau, sebenernya Bumi Langit lebih dari sekedar resto/kafe, next post kami akan sedikit bercerita lebih panjang tentang tempat ini ya! Stay tune!

Warung Bumi @bumilangit.institute 
11:00 ——— 17:30
Imogiri, Yogyakarta

#CLASSYEasyEveryday #GrandFilanoHybridConnected #ClassyYamaha","bumi langit, selalu jadi tempat kembali 
udah sejak tahun 2016 selalu nyempetin kesini setiap beberapa waktu sekali dan terakhir kemarin pas motoran bareng yamaha grand filano. 
setelah beberapa tahun tak banyak nampak perubahan, masih dengan jalan bebatuannya, pohon-pohon besar dan rindang, joglonya yang bersih dan menu-menunya yang selalu membuat rindu.
kemarin kami pesen beberapa menu favorit kami kalau lagi ke @bumilangit.institute diantaranya ada pie murbei dengan isian buah murbei yang melimpah, nasi campur tuna, dan nasi goreng kecombrang. lalu untuk minumannya ada lassi semacam yoghurt murberi yang murbeinya dipetik langsung dari kebun. selain itu juga masih ada banyak pilihan minuman lainnya, ada kopinya juga kok kalau tetep pengen ngopi.
well, buat yang belum tau, sebenernya bumi langit lebih dari sekedar resto kafe, next post kami akan sedikit bercerita lebih panjang tentang tempat ini ya stay tune 
warung bumi @bumilangit.institute 
11 00 - 17 30
imogiri, yogyakarta
#classyeasyeveryday #grandfilanohybridconnected #classyyamaha",Warung Bumi,11:00 - 17:30,"Imogiri, Yogyakarta",Yogyakarta,@bumilangit.institute,11:00,17:30,False,False,"['kopi', 'makanan']",[]
"Tempatnya estetik & nyaman, pizzanya enak, kopinya tipical yang agak strong porsinya gede 👌🏼

Dah kalau lagi pengen ngopi sambil nyemil pizza langsung agendain aja ya!

Zizi Coffee & Pizza @zizicoffeepizza 
08:00 ——— 23:00
Jl. Langensari, Yogyakarta","tempatnya estetik nyaman, pizzanya enak, kopinya tipical yang agak strong porsinya gede 
dah kalau lagi pengen ngopi sambil nyemil pizza langsung agendain aja ya 
zizi coffee pizza @zizicoffeepizza 
08 00 - 23 00
jl. langensari, yogyakarta",Zizi Coffee & Pizza,08:00 - 23:00,"Jl. Langensari, Yogyakarta",Yogyakarta,@zizicoffeepizza,08:00,23:00,False,False,['kopi'],[]
"Hidden ✨

Belum lama ini nemuin hidden hill view kitchen & coffee yang cakep banget! Suasananya nenangin dan bikin betah. Lokasinya emang beneran hidden no gimmick tapi tenang aja, walaupun hidden tapi mudah ditemuin kok.

Tempatnya ada di utara pertigaan Piyungan sebelum nanjak bukit ke arah Wonosari. Serius nyore disini seru banget! Menjelang malem lampu-lampu di perbukitan mulai keliatan dan ngasih vibes yang beda.

Asik buat sekedar nongkrong ataupun nugas karena mereka juga ada area indoor yang cukup luas dengan lukisan-lukisan dan ornamen menarik lainnya.

Dah langsung datengin aja ya nanti sore! Eh tapi jangan lupa bawa jaket ya karena anginnya cukup sembribit guys 🥶

Tobong Gamping Kitchen & View @tobonggamping 
14:00 ——— 23:00
Piyungan, Bantul, YK","hidden 
belum lama ini nemuin hidden hill view kitchen coffee yang cakep banget suasananya nenangin dan bikin betah. lokasinya emang beneran hidden no gimmick tapi tenang aja, walaupun hidden tapi mudah ditemuin kok.
tempatnya ada di utara pertigaan piyungan sebelum nanjak bukit ke arah wonosari. serius nyore disini seru banget menjelang malem lampu-lampu di perbukitan mulai keliatan dan ngasih vibes yang beda.
asik buat sekedar nongkrong ataupun nugas karena mereka juga ada area indoor yang cukup luas dengan lukisan-lukisan dan ornamen menarik lainnya.
dah langsung datengin aja ya nanti sore eh tapi jangan lupa bawa jaket ya karena anginnya cukup sembribit guys 
tobong gamping kitchen view @tobonggamping 
14 00 - 23 00
piyungan, bantul, yk",Tobong Gamping Kitchen & View,14:00 - 23:00,"Piyungan, Bantul, YK",Bantul,@tobonggamping,14:00,23:00,False,False,['dessert'],"['wfc', 'hangout', 'dating']"
"Stepping into the Pinterest world at Dancing Flour.

Sebenernya udah dari lama pengen kesini dan baru kemarin banget nyempetin mampir pas motoran bareng Yamaha Grand Filano.

Selain dateng buat ngopi juga tentunya buat nyobain baked doughnut yang reviewnya udah sliweran dimana-mana, simple tapi rasanya bikin terngiang-ngiang sampai sekarang! Sepertinya harus balik lagi buat nyobain menu lainnya kayak pempek dan tekwannya.

Buat tempatnya udah nggak usah dipertanyakan lah ya, segala kebutuhan estetikmu bakal terpenuhi di tempat ini kayak headline yang kami tulis di atas. Kamu bisa sekedar santai ngopi ngeteh sambil nyicipin baked donatnya atau nugas sekalipun. Nice @dancingflour.id! ✨

Dancing Flour @dancingflour.id
08:00 —— 15:00 | Monday Closed
Demangan, Sleman, YK

#CLASSYEasyEveryday #GrandFilanoHybridConnected #ClassyYamaha","stepping into the pinterest world at dancing flour.
sebenernya udah dari lama pengen kesini dan baru kemarin banget nyempetin mampir pas motoran bareng yamaha grand filano.
selain dateng buat ngopi juga tentunya buat nyobain baked doughnut yang reviewnya udah sliweran dimana-mana, simple tapi rasanya bikin terngiang-ngiang sampai sekarang sepertinya harus balik lagi buat nyobain menu lainnya kayak pempek dan tekwannya.
buat tempatnya udah nggak usah dipertanyakan lah ya, segala kebutuhan estetikmu bakal terpenuhi di tempat ini kayak headline yang kami tulis di atas. kamu bisa sekedar santai ngopi ngeteh sambil nyicipin baked donatnya atau nugas sekalipun. nice @dancingflour.id 
dancing flour @dancingflour.id
08 00 - 15 00 monday closed
demangan, sleman, yk
#classyeasyeveryday #grandfilanohybridconnected #classyyamaha",Dancing Flour,08:00 - 15:00,"Demangan, Sleman, YK",Sleman,@dancingflour.id,08:00,15:00,False,False,[],"['wfc', 'dating']"
